begintime,managedelement,eutrancellfdd,CSFB Preparation Success Rate,Inter- Frequency HO Out Success Rate,Intra- Frequency HO Out Success Rate,Downlink Traffic Volume,Uplink Traffic Volume,EUtran Cell Availability,ERAB_Drop_%,ERAB_Drop_Enb%,ERAB_Drop_MME%,S1 Signalling Establishment Success Rate,E-RAB Establishment Success Rate,Cell Downlink Average Throughput (mbit/s),Cell Uplink Average Throughput (mbit/s),RACH Success Rate,InterRat HO Out Success Rate (LTE to WCDMA),RAN Data Retainability,MCS,CQI,DL Data PDCP Packet Loss Rate,UL Data PDCP Packet Loss Rate,LATENCY,Data Calls to GSM/WCDMA Rate,VOLTE Retainability,VOLTE DL Data PDCP Packet Loss Rate,VOLTE UL Data PDCP Packet Loss Rate,VOLTE QCI1 E-RAB Establishment Success Rate,SRVCC SR-2G,SRVCC SR-3G,VOLTE Drop Rate,VOLTE Drop,Volte E-RAB Att,VOLTE Avg Users,Volte ERAB Att,EARLANG Traffic,VOLTE QCI5 E-RAB Establishment Success Rate,RE-EST SR (All QCI),RE-EST SR (QCI-1),RE-EST ATT (QCI-1),RE-EST ATT (All QCI),INTRA FREQ HO PREP#,INTER FREQ HO PREP#,INTRA FREQ HO PREP SR,INTER FREQ HO PREP SR,RRC REJECT#,DLPDCP Average User Throughput,ULPDCP Average User Throughput,PRB Utilization_DL,PRB Utilization_UL,UL_RSSI_WEIGHT_DBM_PUCCH,UL_RSSI_WEIGHT_DBM_PUSCH,BLER_UL,Maximum Connected User Number,Maximum DL Traffic Volume (kbit/s),Avg User,S1 based HO Success Rate,BLER_DL,Maximum UL Traffic Volume (kbit/s),RRC Setup Attempt,MIMO Transmission Rank 2 Rate,X2 based HO Success Rate,RRC Setup Success Rate Bin
2020-09-13,ASELYL,ASELY42L,92.308,100.0,89.333,1701.518310546875,101.1649169921875,100.0,0.097,0.012,0.085,100.0,99.96,682653.84,359164.26,99.37115333154937,100.0,0.097,20.859,13.642,0.001,0.002,16.756,0.0371,80.0,0.16,0.108,100.0,,,20.0,1,2,0.0,2,0.072,100.0,0.0,,0,2,0,0,100.0,100.0,0,34785.83,15601.03,0.7643386111111111,4.714158703703704,-118.327382,-117.615496,0.016,10,60145,2.3895833333333334,72.4138,0.128,4445,7334,,,0
2020-09-13,ASELYL,ASELY03L,100.0,,,425.669677734375,24.1949462890625,100.0,0.102,0.051,0.051,100.0,99.97,722300.89,695072.44,98.30131445904955,,0.102,22.636,14.718,0.031,0.132,7.14,0.037,100.0,0.367,0.704,100.0,,,0.0,0,10,0.010416666666666666,10,0.308,100.0,,100.0,1,0,0,0,,,0,33178.2,5266.9,1.1875544444444444,5.256393773148148,-116.753696,-119.464409,0.052,4,90134,1.0370717592592593,,0.116,3783,4824,,,1
2020-09-13,SILTEL,SILTE24L,100.0,99.606,100.0,35270.180419921875,2556.255859375,100.0,0.018,0.009,0.009,99.743,99.94,1496436.9,821137.03,95.65750736015701,100.0,0.018,24.656,12.779,0.0,0.0,1.704,1.1339,100.0,0.054,0.035,100.0,,100.0,0.0,0,89,0.03125,89,1.157,99.95,80.55555555555556,,0,72,0,2,100.0,99.60629921259843,0,39834.75,14237.51,3.7499334675520393,5.974202305265141,-117.23814,-117.55549,0.039,11,109532,2.906574074074074,100.0,0.1,27852,7415,86.421,,0
2020-09-13,INBASVL,INBASVL62,,92.308,89.655,5.4195556640625,0.689208984375,100.0,3.846,0.0,3.846,100.0,95.52,537837.78,130653.82,55.483870967741936,,3.846,20.629,13.165,0.529,0.129,8687.64,0.0,0.0,5.405,1.029,,,,100.0,1,0,0.0,0,0.006,95.24,50.0,,0,2,0,0,100.0,100.0,0,6716.88,1674.36,0.3407353496070465,4.60168450293413,-119.426403,-118.67605,0.329,2,5796,0.011064814814814816,83.3333,0.191,358,26,,,1
2020-09-13,ULAKBL,ULAKB72L,,,91.667,3.76806640625,0.749267578125,100.0,0.0,0.0,0.0,100.0,100.0,515433.64,939490.66,99.93986409284985,,0.0,11.122,14.131,0.0,0.017,1.947,0.018,100.0,0.0,0.058,100.0,,,0.0,0,1,0.0,1,0.015,100.0,0.0,,0,2,1,0,91.66666666666667,,0,29947.58,393.19,0.3217509027777778,4.6207793634259255,-118.702701,-117.809788,0.003,3,6147,0.025034722222222222,100.0,0.006,288,16613,,,1
2020-09-13,ASELYL,ASELY22L,100.0,100.0,96.875,2986.578369140625,290.2208251953125,100.0,0.24,0.1,0.14,100.0,100.0,1242167.39,513652.55,98.43711237906227,100.0,0.24,24.305,14.772,0.001,0.003,3.938,0.0892,100.0,0.102,0.151,100.0,,,0.0,0,6,0.0,6,0.206,100.0,33.333333333333336,,0,3,0,0,100.0,100.0,0,53657.05,28605.45,0.8822992476851852,4.862980358796296,-119.938733,-118.389842,0.057,6,97440,1.1700578703703703,85.7143,0.077,35469,3910,,,1
2020-09-13,INBASL,INBASGL81,100.0,,100.0,182.6917724609375,9.36474609375,100.0,0.0,0.0,0.0,100.0,100.0,351036.43,189151.54,91.48936170212765,,0.0,26.844,13.797,0.0,0.0,341.388,0.0,100.0,0.0,0.0,100.0,,,0.0,0,1,0.0,1,0.01,100.0,25.0,,0,4,0,0,100.0,,0,62769.59,10073.3,0.6267852314814815,5.213636921296296,-117.421708,-117.581563,0.049,2,47213,0.0511574074074074,,0.064,2850,126,,,1
2020-09-13,SOBTKL,SOBTKC2L,100.0,,98.734,2667.0244140625,87.7532958984375,100.0,0.033,0.0,0.033,100.0,100.0,898517.3,275002.72,99.85652797704448,,0.033,20.131,11.825,0.0,0.0,24.623,0.0,100.0,0.081,0.0,100.0,,,0.0,0,1,0.0,1,0.018,100.0,0.0,,0,3,0,0,100.0,,0,40968.58,25085.11,0.8908908564814815,4.692844502314815,-114.132961,-113.529299,0.029,4,55718,0.7404050925925927,100.0,0.147,2461,3190,80.053,,1
2020-09-13,SILTEL,SILTE34L,100.0,97.748,100.0,11509.679443359375,945.4691162109375,100.0,0.018,0.0,0.018,99.867,99.73,1070726.99,667560.42,97.4076837001119,100.0,0.018,14.324,11.371,0.0,0.0,3.675,3.5225,100.0,0.159,0.052,100.0,,100.0,0.0,0,20,0.0,20,0.091,99.7,76.19047619047619,0.0,1,21,0,8,100.0,98.1981981981982,0,43058.73,10757.61,2.8237254521051143,5.419006416596025,-117.965192,-118.408353,0.068,10,75510,1.9214814814814813,87.5,0.119,37106,4551,58.989,,0
2020-09-13,INBASVL,INBASVL64,100.0,100.0,99.738,2227.8453369140625,141.6754150390625,100.0,0.0,0.0,0.0,100.0,99.92,1052278.4,378714.37,92.91386682956627,100.0,0.0,23.181,14.504,0.0,0.002,742.643,0.0475,100.0,0.027,0.046,100.0,,,0.0,0,8,0.0,8,0.146,100.0,,,0,0,1,0,99.73821989528795,100.0,0,44320.73,14230.89,0.7741190550597822,4.694887808604466,-114.684057,-115.461016,0.071,4,100959,0.4167708333333333,100.0,0.118,27590,1126,,,0
2020-09-13,INBASL,INBASGL94,100.0,100.0,100.0,115.187255859375,8.188232421875,100.0,0.0,0.0,0.0,99.448,100.0,529587.56,399966.69,98.8929889298893,,0.0,26.838,14.194,0.0,0.002,1447.859,0.0,,,,,,,,0,0,0.0,0,0.0,100.0,,,0,0,0,0,100.0,100.0,0,94284.88,4360.09,0.3049339236111111,4.609213125,-114.455335,-114.639304,0.068,2,53466,0.08131944444444444,100.0,0.099,2739,181,,,1
2020-09-13,SOBTKL,SOBTKE2L,100.0,,100.0,97.7740478515625,6.3721923828125,100.0,0.0,0.0,0.0,100.0,100.0,394273.09,237218.35,97.33570159857904,,0.0,22.546,12.924,0.0,0.002,47.741,0.0,100.0,0.0,0.034,100.0,,,0.0,0,4,0.0,4,0.028,100.0,,,0,0,0,0,100.0,,0,45674.42,10404.59,0.4184536828412813,4.604002915147151,-113.403603,-112.51946,0.062,2,34185,0.11543981481481481,,0.162,3532,494,,,1
2020-09-13,INBASVL,INBASVL54,100.0,100.0,100.0,1620.5750732421875,37.179443359375,100.0,0.0,0.0,0.0,100.0,100.0,874437.46,967312.25,90.19933554817275,100.0,0.0,27.023,14.848,0.0,0.005,123.684,0.1074,100.0,0.008,0.121,100.0,,,0.0,0,16,0.0,16,0.215,100.0,,,0,0,0,0,100.0,100.0,0,107093.21,5647.5,0.4370281719484247,4.653029375679993,-115.36856,-114.765499,0.1,3,59472,0.2109953703703704,100.0,0.058,1232,518,,,0
2020-09-13,INBASVL,INBASVL41,,,100.0,3.9541015625,0.1712646484375,99.99537037037037,4.167,0.0,4.167,100.0,100.0,48017.06,53558.54,87.5,,4.167,7.877,11.753,0.0,0.405,4356.831,0.0,100.0,0.0,0.664,,,,0.0,0,0,0.0,0,0.008,100.0,,,0,0,0,0,100.0,,0,3434.99,0.0,0.5973802103306025,5.201223659287665,-118.021638,-118.753092,0.198,2,3137,0.004791666666666666,100.0,0.185,39,26,,,1
2020-09-13,SILTEL,SILTE11L,100.0,77.214,83.587,55998.984130859375,3881.7078857421875,100.0,0.157,0.065,0.092,99.899,99.18,1482015.17,386248.92,92.21879655686145,98.224,0.157,18.145,12.38,0.001,0.492,3.989,20.1559,99.61,0.058,8.713,99.87,,98.02,0.3861,3,747,0.40625,747,9.467,99.72,77.80634104541559,77.77777777777777,9,1167,145,165,86.99551569506727,80.51948051948052,0,16958.93,9568.96,22.793733163793917,14.753609400018838,-109.39675,-118.083488,0.128,54,133697,21.211111111111112,86.2434,0.138,22133,82485,65.752,,0
2020-09-13,SOBTKL,SOBTKG2L,100.0,,100.0,692.23388671875,82.7647705078125,100.0,0.0,0.0,0.0,100.0,99.57,640016.34,309245.99,92.11711711711712,,0.0,24.451,14.318,0.021,0.012,36.119,0.0,100.0,0.313,0.074,100.0,,,0.0,0,25,0.0,25,0.394,100.0,,,0,0,0,0,100.0,,0,44070.15,14093.1,0.548131425518571,4.6528531392999,-113.521978,-112.707564,0.059,4,66414,0.3254050925925926,100.0,0.086,26156,713,,,0
2020-09-13,ASELYL,ASELY32L,100.0,100.0,100.0,6030.3468017578125,258.94091796875,100.0,0.299,0.15,0.149,100.0,99.75,1709330.14,350172.34,96.73477986096482,99.753,0.299,24.676,13.828,0.007,0.035,7.169,6.3286,98.11,0.134,0.242,100.0,,100.0,1.8868,1,52,0.09375,52,2.717,100.0,94.44444444444444,,0,18,0,0,100.0,100.0,0,51741.52,5516.9,1.6235206828703703,4.858001585648148,-118.778544,-118.335988,0.037,8,79546,1.4831134259259258,100.0,0.065,25608,4482,,,0
2020-09-13,SOBTKL,SOBTKI2L,,,100.0,0.0272216796875,0.0289306640625,100.0,0.0,0.0,0.0,100.0,100.0,35785.95,45036.21,86.66666666666667,,0.0,21.006,12.534,0.0,0.0,1.365,0.0,,0.0,0.0,,,,,0,0,0.0,0,0.002,,,,0,0,0,0,100.0,,0,,239.44,0.398488921661983,4.600078616717375,-113.396413,-112.72536,0.194,1,36,0.0013310185185185187,,0.248,36,1,,,1
2020-09-13,SOBTKL,SOBTKJ2L,,,100.0,2.8431396484375,0.5279541015625,100.0,0.0,0.0,0.0,100.0,100.0,160342.8,148160.29,100.0,,0.0,26.646,14.726,0.0,0.005,1.041,0.0,100.0,0.0,0.029,100.0,,,0.0,0,1,0.0,1,0.031,100.0,,,0,0,0,0,100.0,,0,43310.86,2811.04,0.4000634507745547,4.612019416122814,-113.617898,-112.743535,0.007,3,9964,1.0075347222222222,,0.081,328,59,,,1
2020-09-13,INBASVL,INBASVL61,,,100.0,15.0242919921875,3.386474609375,100.0,1.923,0.0,1.923,100.0,100.0,131530.4,124947.65,63.114754098360656,,1.923,12.629,12.769,0.095,0.113,1895.063,0.0,50.0,0.244,0.139,,,,50.0,1,0,0.010416666666666666,0,0.143,100.0,66.66666666666667,,0,3,0,0,100.0,,0,3284.68,3634.96,0.6248828315798002,5.20805310369573,-119.129055,-119.377754,0.069,2,17310,0.02017361111111111,100.0,0.179,905,37,,,1
2020-09-13,INBASL,INBASGL72,,100.0,90.909,4.6434326171875,0.2158203125,100.0,0.0,0.0,0.0,100.0,100.0,404554.52,109806.6,93.65079365079364,100.0,0.0,23.095,13.846,0.076,0.3,7028.13,3.7037,,0.457,0.0,,,,,0,0,0.0,0,0.005,100.0,,,0,0,0,0,100.0,100.0,0,29158.02,213.53,0.3000634606481481,4.600781284722222,-119.475809,-119.302173,0.238,2,17910,0.007523148148148148,66.6667,0.192,298,24,,,1
2020-09-13,ASELYL,ASELY02L,100.0,,98.387,2651.7591552734375,296.5484619140625,100.0,0.279,0.058,0.221,100.0,99.97,946201.98,353559.04,94.45565484769867,100.0,0.279,23.402,13.178,0.013,0.028,13.988,0.1767,85.71,0.19,0.21,100.0,,100.0,14.2857,5,22,0.041666666666666664,22,1.502,100.0,33.333333333333336,,0,9,0,0,100.0,,0,35668.73,4065.13,1.0119091666666666,4.879491331018518,-116.103179,-116.446428,0.063,9,68488,2.6350810185185183,75.0,0.122,26508,9555,,,0
2020-09-13,SOBTKL,SOBTKA2L,100.0,,100.0,15.9327392578125,2.9727783203125,100.0,0.0,0.0,0.0,100.0,100.0,214521.08,105046.64,99.2248062015504,,0.0,26.963,14.74,0.128,0.0,16.108,0.0,100.0,0.278,0.0,100.0,,,0.0,0,2,0.010416666666666666,2,0.131,100.0,,,0,0,0,0,100.0,,0,52184.27,7498.21,0.401875625,4.602956400462963,-114.684018,-114.356482,0.02,2,18189,0.030428240740740742,,0.054,3295,105,,,1
2020-09-13,SOBTKL,SOBTKK2L,,,100.0,1.8704833984375,0.268798828125,100.0,0.0,0.0,0.0,100.0,87.5,139601.57,71384.66,100.0,,0.0,21.883,12.65,0.0,0.0,60317.357,0.0,,,,,,,,0,0,0.0,0,0.0,,,,0,0,0,0,100.0,,0,33621.31,,0.3988449845553569,4.6003596163225495,-114.731592,-114.149348,0.064,2,1669,0.007511574074074074,,0.218,233,10,88.585,,1
2020-09-13,SILTEL,SILTE14L,100.0,99.361,99.857,9703.81298828125,946.2210693359375,100.0,0.033,0.017,0.017,99.897,99.82,1688985.57,675956.42,97.10334184127738,98.78,0.033,16.56,12.568,0.002,0.02,3.88,3.8376,98.91,0.074,0.327,100.0,,100.0,1.087,1,108,0.041666666666666664,108,1.974,99.89,78.89908256880734,,0,109,0,6,100.0,99.45205479452055,0,38365.08,4493.86,2.581746256004521,5.399922588772723,-116.303846,-118.354835,0.109,17,93694,3.8745833333333333,93.3333,0.148,31948,14656,70.747,,0
2020-09-13,INBASL,INBASGL71,100.0,,100.0,62.8460693359375,4.595458984375,100.0,0.0,0.0,0.0,100.0,98.41,261715.38,237639.11,16.01489757914339,100.0,0.0,21.865,13.472,0.078,0.798,1386.832,16.3265,100.0,0.494,4.361,100.0,,,0.0,0,3,0.0,3,0.053,100.0,75.0,,0,4,0,0,100.0,,0,7101.52,392.91,0.6350193287037037,5.250072060185185,-106.889831,-107.429303,0.335,2,19512,0.022372685185185186,100.0,0.327,1027,59,,,1
2020-09-13,SILTEL,SILTE12L,99.206,97.929,99.573,15300.937622070312,9300.153442382812,100.0,0.139,0.019,0.12,99.923,98.79,1551523.33,1214649.83,87.90674868503164,96.367,0.139,14.913,11.258,0.002,0.015,3.296,9.9445,100.0,0.16,0.997,100.0,,100.0,0.0,0,91,0.020833333333333332,91,1.368,99.53,86.02941176470588,,0,408,2,30,99.71550497866288,98.55491329479769,0,31661.59,11433.31,11.260419033154376,12.361794774889328,-116.105508,-117.300312,0.116,18,109050,5.257881944444445,88.0,0.19,32897,17196,55.408,,0
2020-09-13,ASELYL,ASELY92L,100.0,,100.0,7428.0576171875,925.20068359375,100.0,0.029,0.013,0.017,100.0,99.98,1407800.92,472805.49,69.94487405252278,100.0,0.029,23.588,14.411,0.002,0.004,1.947,0.2018,100.0,0.055,0.057,100.0,,100.0,0.0,0,99,0.03125,99,2.191,100.0,84.61538461538461,,0,13,0,0,100.0,,0,56110.86,16032.57,1.8388413657407408,5.1176353125,-118.574283,-118.273761,0.038,22,87507,5.09318287037037,,0.084,41304,18130,,,0
2020-09-13,SOBTKL,SOBTKF2L,100.0,,100.0,101.345458984375,9.5069580078125,100.0,0.0,0.0,0.0,100.0,100.0,275958.64,141816.94,80.40201005025126,,0.0,20.705,12.709,0.0,0.0,331.578,0.0,,,,,,,,0,0,0.0,0,0.0,100.0,50.0,,0,2,0,0,100.0,,0,29317.81,4497.86,0.4289084817799661,4.607489397775042,-113.741223,-113.294569,0.06,2,42920,0.04802083333333333,100.0,0.126,1563,103,,,1
2020-09-13,SILTEL,SILTE31L,100.0,66.667,28.475,13837.780029296875,1230.56201171875,100.0,0.212,0.044,0.168,99.908,98.63,886581.67,299569.74,76.1827893871801,95.119,0.212,14.113,11.298,0.005,0.063,14.744,26.5573,100.0,0.282,1.938,100.0,,86.667,0.0,0,119,0.020833333333333332,119,1.757,99.23,81.28205128205128,,0,780,772,18,34.57627118644068,70.0,0,9047.47,1299.22,12.935111048318735,8.845801191485354,-113.077634,-118.989127,0.191,26,103288,5.402743055555556,69.2946,0.175,22595,21400,58.224,,0
2020-09-13,ASELYL,ASELY93L,100.0,,,2037.4974365234375,185.1590576171875,100.0,0.55,0.468,0.083,100.0,100.0,1104037.86,358578.04,97.34789391575663,,0.55,24.214,14.081,0.001,0.002,1.704,0.0,75.0,0.681,0.532,100.0,,,25.0,1,4,0.0,4,0.028,100.0,80.0,,0,10,0,0,,,0,36918.91,5374.48,1.9579285416666667,5.480603379629629,-120.256695,-120.367118,0.07,7,74735,0.8337152777777778,,0.093,3246,1851,,,1
2020-09-13,ASELYL,ASELY82L,100.0,80.0,95.146,33744.368896484375,1057.32080078125,100.0,0.113,0.054,0.059,99.991,99.93,1835888.52,363426.9,93.03118908382066,100.0,0.113,27.164,14.729,0.001,0.001,2.018,1.3953,100.0,0.126,0.083,100.0,,100.0,0.0,0,55,0.010416666666666666,55,1.112,99.97,62.5,,0,24,0,0,100.0,100.0,0,60373.43,9485.32,5.168044479166666,5.426299722222222,-117.955875,-117.870844,0.042,27,104684,5.2328125,75.0,0.04,25719,11211,,,0
2020-09-13,SOBTKL,SOBTKB2L,100.0,,100.0,2640.569580078125,278.9056396484375,100.0,0.0,0.0,0.0,100.0,99.95,953828.28,313633.14,97.60551948051948,,0.0,27.576,14.835,0.016,0.004,6.984,0.0667,100.0,0.343,0.045,100.0,,,0.0,0,20,0.0625,20,1.644,100.0,0.0,,0,2,0,0,100.0,,0,63679.14,11351.48,0.8267452083333333,4.826553229166667,-113.264147,-112.886639,0.024,8,59009,1.937303240740741,100.0,0.035,33169,2307,,,0
2020-09-13,SOBTKL,SOBTKH2L,100.0,,100.0,61.26611328125,7.966796875,100.0,0.0,0.0,0.0,100.0,100.0,272086.08,175486.08,99.49238578680203,,0.0,25.187,14.601,0.015,0.042,65.623,0.0,,3.435,4.39,,,,,0,0,0.0,0,0.002,100.0,0.0,,0,1,0,0,100.0,,0,51927.93,41467.44,0.4093172284035214,4.601551845485587,-113.885192,-113.268862,0.022,2,20929,0.0916550925925926,100.0,0.094,38132,340,,,1
2020-09-12,INBASL,INBASGL74,100.0,83.333,99.507,315.4237060546875,52.9775390625,100.0,0.0,0.0,0.0,100.0,100.0,563438.71,708003.5,85.6815578465063,100.0,0.0,26.21,14.652,0.014,0.012,279.546,0.2697,100.0,0.112,0.058,100.0,,,0.0,0,51,0.0,51,0.476,100.0,0.0,,0,2,0,0,100.0,100.0,0,71553.01,7581.33,0.3562155902777778,4.657512453703704,-115.086479,-115.428355,0.064,8,46626,0.5450694444444445,85.7143,0.094,6804,2081,,,0
2020-09-12,SILTEL,SILTE32L,100.0,96.618,98.141,4883.7296142578125,1015.9298095703125,100.0,0.15,0.019,0.131,99.96,98.07,1386351.32,901358.32,93.41842226664616,95.935,0.15,19.034,11.601,0.003,0.012,9.928,18.5319,96.88,0.293,0.67,100.0,,100.0,3.125,1,38,0.0,38,0.387,99.18,87.61904761904762,50.0,2,105,4,21,98.51301115241635,97.63246899661782,0,27283.96,14103.7,3.8553067793816376,5.116245837944757,-118.508713,-118.90826,0.134,12,151455,1.4289351851851853,61.5385,0.191,47029,5179,55.235,,0
2020-09-12,ASELYL,ASELY02L,100.0,,95.0,6428.3582763671875,484.250244140625,100.0,0.222,0.109,0.114,99.992,99.96,1275883.0,358723.63,95.1823097185637,96.552,0.222,21.1,13.153,0.027,0.036,3.019,0.2121,95.8,0.526,0.35,100.0,,,4.2017,5,110,0.0625,110,2.386,99.85,60.0,,0,10,0,0,100.0,,0,36221.63,7534.44,3.0752936458333333,4.983075486111111,-115.402302,-116.433115,0.052,17,127859,4.71869212962963,28.5714,0.118,31763,13282,,,0
2020-09-12,SOBTKL,SOBTKK2L,100.0,,100.0,73.6070556640625,1.7841796875,100.0,0.0,0.0,0.0,100.0,100.0,192921.13,70672.18,100.0,,0.0,21.07,12.967,0.018,0.025,3357.863,0.0,,0.895,0.11,,,,,0,0,0.0,0,0.009,100.0,,,0,0,0,0,100.0,,0,91671.22,20752.0,0.4339202841081384,4.601408504583518,-114.709206,-114.11834,0.027,2,110946,0.018125,,0.156,1416,30,93.001,,1
2020-09-12,INBASVL,INBASVL64,100.0,100.0,100.0,2279.71875,149.7955322265625,100.0,0.0,0.0,0.0,100.0,99.69,1297278.95,538289.48,94.56029011786038,100.0,0.0,26.146,14.577,0.0,0.004,340.782,0.0818,100.0,0.0,0.096,100.0,,,0.0,0,5,0.0,5,0.296,99.72,,,0,0,0,0,100.0,100.0,0,58085.55,9492.82,0.6961023625730994,4.717813345029239,-114.906007,-115.476211,0.058,4,85338,0.3708304093567251,100.0,0.092,21218,664,,,0
2020-09-12,SOBTKL,SOBTKH2L,100.0,,100.0,22.5703125,4.982421875,100.0,0.0,0.0,0.0,100.0,100.0,223102.45,111370.82,100.0,,0.0,21.26,12.079,0.004,0.006,3517.248,0.0,100.0,0.287,0.0,100.0,,,0.0,0,1,0.0,1,0.004,100.0,,,0,0,0,0,100.0,,0,18410.48,13227.12,0.437330433159945,4.603437813440321,-113.859633,-113.236269,0.06,2,20866,0.013449074074074073,100.0,0.145,4647,9,,,1
2020-09-12,INBASL,INBASGL94,100.0,100.0,100.0,456.714599609375,25.9638671875,100.0,0.0,0.0,0.0,100.0,99.72,732481.32,302599.04,98.70967741935483,,0.0,26.981,14.328,0.0,0.014,1764.496,0.0,100.0,0.0,0.117,100.0,,,0.0,0,3,0.0,3,0.089,100.0,,,0,0,0,0,100.0,100.0,0,76861.77,3435.26,0.3611909606481481,4.622981284722222,-114.406385,-114.608687,0.077,3,99525,0.13194444444444445,100.0,0.096,4459,361,,,1
2020-09-12,ASELYL,ASELY33L,100.0,,,1407.1796875,77.642333984375,100.0,1.174,0.92,0.261,100.0,99.77,1033403.57,234311.87,89.1491395793499,,1.174,22.189,14.399,0.009,0.023,3.604,0.9766,90.0,0.605,0.749,100.0,,,10.0,1,10,0.0,10,0.161,100.0,54.54545454545455,,0,11,0,0,,,0,20698.01,2000.74,1.9024676905982707,5.398643988935057,-117.772643,-120.429736,0.068,8,57603,1.525451388888889,,0.1,12147,1802,,,0
2020-09-12,SOBTKL,SOBTKI2L,100.0,,100.0,118.1195068359375,5.1036376953125,100.0,0.0,0.0,0.0,100.0,100.0,273042.44,106522.47,99.62406015037594,,0.0,24.231,14.015,0.0,0.027,101.01,0.0,100.0,0.0,0.107,100.0,,,0.0,0,8,0.0,8,0.091,100.0,,,0,0,0,0,100.0,,0,46692.05,4026.58,0.4512577266683772,4.605292458771664,-113.203611,-112.565925,0.022,3,34729,0.06185185185185185,100.0,0.09,2146,237,,,1
2020-09-12,ASELYL,ASELY92L,100.0,,97.581,22669.261840820312,1234.4404296875,100.0,0.108,0.084,0.024,99.993,99.97,1427751.69,396247.04,95.09834638816362,96.429,0.108,25.23,14.685,0.002,0.006,1.812,0.0984,98.67,0.084,0.101,100.0,,100.0,1.3333,2,146,0.20833333333333334,146,4.636,99.98,81.81818181818181,,0,22,0,0,100.0,,0,62811.69,9797.4,3.8489574189814815,5.552061527777778,-117.439492,-117.882274,0.034,39,136321,9.334537037037038,100.0,0.065,46149,27040,,,0
2020-09-12,ASELYL,ASELY72L,100.0,67.925,93.22,22624.199462890625,7836.8115234375,100.0,0.141,0.063,0.078,100.0,99.97,1359918.27,631981.13,98.53615316460572,98.347,0.141,26.262,14.505,0.004,0.005,2.471,0.5872,98.43,0.188,0.199,100.0,,100.0,1.5707,3,190,0.14583333333333334,190,4.019,99.98,77.27272727272727,,0,44,0,0,100.0,100.0,0,51186.1,33310.01,4.3750271643518515,7.189443275462963,-115.117336,-117.206366,0.026,31,104707,13.591979166666667,66.129,0.028,48255,25081,,,0
2020-09-12,ASELYL,ASELY23L,100.0,,,861.2708740234375,33.032470703125,100.0,0.831,0.763,0.076,100.0,99.77,976971.02,168341.91,97.44880991971115,,0.831,26.522,14.705,0.001,0.014,5.415,0.0,100.0,0.013,0.094,100.0,,,0.0,0,11,0.010416666666666666,11,0.346,99.5,50.0,,0,8,0,0,,,0,71196.92,3501.47,1.154543125,5.301517731481481,-120.244208,-120.459513,0.112,4,41751,0.3440625,,0.143,2429,871,,,0
2020-09-12,INBASVL,INBASVL54,100.0,100.0,100.0,447.39697265625,31.88134765625,100.0,0.0,0.0,0.0,100.0,99.5,585866.31,822111.42,99.08180300500835,,0.0,26.981,14.84,0.0,0.019,188.998,0.0,100.0,0.004,0.11,100.0,,,0.0,0,7,0.021052631578947368,7,0.352,100.0,0.0,,0,2,0,0,100.0,100.0,0,79584.22,1319.96,0.3623479532163743,4.654792502923977,-115.301116,-114.818801,0.148,4,38333,0.25401169590643274,100.0,0.057,4593,1152,,,1
2020-09-12,SOBTKL,SOBTKG2L,100.0,,100.0,1007.6920166015625,106.139404296875,100.0,0.0,0.0,0.0,100.0,99.83,845367.91,309615.45,91.74041297935104,,0.0,22.052,12.872,0.003,0.002,338.609,0.2448,100.0,0.092,0.022,100.0,,,0.0,0,18,0.0,18,0.286,100.0,0.0,,0,2,0,0,100.0,,0,32766.3,13034.58,0.7100893377807842,4.667545112080427,-113.43833,-112.61808,0.054,4,51483,0.3580439814814815,100.0,0.117,30744,489,,,1
2020-09-12,ASELYL,ASELY12L,100.0,100.0,99.096,6074.586669921875,346.0609130859375,100.0,0.387,0.228,0.161,100.0,99.9,1278929.77,462574.78,94.50987665770194,98.827,0.387,16.476,11.695,0.019,0.025,11.657,3.3558,96.74,0.563,0.329,100.0,,100.0,3.2609,3,84,0.020833333333333332,84,1.517,100.0,89.28571428571429,,0,84,0,0,100.0,100.0,0,24282.23,1497.2,2.9632398842592593,5.012176469907407,-119.338439,-118.804423,0.085,17,87024,2.647627314814815,50.0,0.139,32269,9374,,,0
2020-09-12,INBASL,INBASGL91,100.0,100.0,97.059,36.011962890625,4.325927734375,100.0,0.893,0.0,0.893,100.0,100.0,178067.8,103623.53,83.78378378378379,100.0,0.893,25.317,13.987,0.035,0.309,1481.121,6.1538,75.0,0.186,1.259,100.0,,,25.0,1,2,0.0,2,0.083,100.0,0.0,,0,1,0,0,100.0,100.0,0,20447.39,784.55,0.6287828935185185,5.213230185185185,-117.556404,-118.177663,0.104,2,25379,0.03711805555555556,,0.108,988,49,,,1
2020-09-12,INBASVL,INBASVL44,100.0,80.0,100.0,658.578857421875,33.2625732421875,99.96608187134503,0.473,0.119,0.355,100.0,100.0,880279.03,618506.39,95.9839357429719,,0.473,23.189,14.131,0.0,0.0,2083.913,0.0,100.0,0.0,0.022,100.0,,,0.0,0,7,0.0,7,0.049,100.0,,,0,0,0,0,100.0,100.0,0,47240.34,7315.53,0.4458359766474426,4.630701451262173,-114.218443,-115.480049,0.093,3,52651,0.18152046783625733,,0.151,2672,349,,,1
